ano,turno,sigla_partido,resultado,cargo,sigla_uf,genero,raca,id_candidato_bd,nome_urna,nome
2022,1,CIDADANIA,eleito por qp,deputado federal,SC,feminino,branca,313344,Carmen Zanotto,Carmen Emília Bonfá Zanotto
2022,1,PSD,eleito por qp,deputado federal,BA,masculino,preta,314116,Antonio Brito,Antonio Luiz Paranhos Ribeiro Leite De Brito
2022,1,PT,eleito por qp,deputado federal,SE,masculino,branca,316042,Joao Daniel,Joao Somariva Daniel
2022,1,PT,eleito por qp,deputado federal,SC,feminino,branca,316397,Ana Paula Lima,Ana Paula De Souza Lima
2022,1,PP,eleito por qp,deputado federal,PB,masculino,branca,319923,Aguinaldo Ribeiro,Aguinaldo Velloso Borges Ribeiro
2022,1,UNIÃO,eleito por media,deputado federal,AM,masculino,branca,320561,Fausto Santos Jr,Fausto Vieira Dos Santos Júnior
2022,1,PP,eleito por qp,deputado federal,MG,feminino,branca,321370,Ana Paula Junqueira Leao,Ana Paula Procopio Junqueira
2022,1,PSD,eleito por qp,deputado federal,PR,masculino,branca,340216,Sargento Fahur,Gilson Cardoso Fahur
2022,1,PP,eleito por qp,deputado federal,PE,masculino,branca,340505,Eduardo Da Fonte,Eduardo Henrique Da Fonte De Albuquerque Silva
2022,1,PSB,eleito por qp,deputado federal,MA,masculino,parda,345970,Duarte,Hildelis Silva Duarte Junior
2022,1,PSDB,eleito por media,deputado federal,PR,masculino,branca,348771,Beto Richa,Carlos Alberto Richa
2022,1,MDB,eleito por media,deputado federal,PA,feminino,parda,350052,Andreia Siqueira,Andreia Brito Gonçalves Siqueira
2022,1,UNIÃO,eleito por media,deputado federal,PE,masculino,branca,351920,Luciano Bivar,Luciano Caldas Bivar
2022,1,PDT,eleito por media,deputado federal,GO,feminino,branca,355629,Flavia Morais,Flávia Carreiro Albuquerque Morais
2022,1,PL,eleito por media,deputado federal,MT,feminino,branca,359420,Coronel Fernanda,Rubia Fernanda Diniz Robson Santos De Siqueira
2022,1,PV,eleito por qp,deputado federal,PE,masculino,branca,362972,Clodoaldo Magalhães,Clodoaldo Magalhães Oliveira Lyra
2022,1,PSC,eleito por media,deputado federal,PB,masculino,branca,379153,Ruy Carneiro,Ruy Manuel Carneiro Barbosa De Aça Belchior
2022,1,PL,eleito por qp,deputado federal,PE,masculino,branca,383856,Coronel Meira,Luiz De França E Silva Meira
2022,1,PL,eleito por media,deputado federal,MA,masculino,preta,386295,Pastor Gil,Gildenemir De Lima Sousa
2022,1,PSD,eleito por qp,deputado federal,SE,masculino,branca,386836,Fabio Reis,Fabio De Almeida Reis
2022,1,PSD,eleito por qp,deputado federal,PR,masculino,branca,390196,Beto Preto,Carlos Alberto Gebrim Preto
2022,1,PSDB,eleito por media,deputado federal,GO,feminino,branca,394927,Lêda Borges,Lêda Borges De Moura
2022,1,UNIÃO,eleito por qp,deputado federal,AC,feminino,parda,398412,Meire Serafim,Rozimeire Ribeiro Andrade
2022,1,MDB,eleito por media,deputado federal,PA,masculino,parda,399648,Henderson Pinto,Henderson Lira Pinto
2022,1,REPUBLICANOS,eleito por qp,deputado federal,BA,masculino,preta,406004,Marcio Marinho,Marcio Carlos Marinho
2022,1,PP,eleito por qp,deputado federal,RJ,masculino,branca,416450,Julio Lopes,Julio Luiz Baptista Lopes
2022,1,PDT,eleito por media,deputado federal,AP,masculino,parda,417848,Dorinaldo Malafaia,Dorinaldo Barbosa Malafaia
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,433294,Emidinho Madeira,Emidio Alves Madeira Junior
2022,1,PL,eleito por media,deputado federal,SC,feminino,branca,434057,Daniela Reinehr,Daniela Cristina Reinehr
2022,1,PSC,eleito por media,deputado federal,GO,masculino,branca,437820,Glaustin Da Fokus,Glauskston Batista Rios
2022,1,REPUBLICANOS,eleito por media,deputado federal,SP,feminino,parda,447054,Maria Rosas,Maria Do Parto Mendes Rosas
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,447582,Rui Falcão,Rui Goethe Da Costa Falcão
2022,1,PDT,eleito por media,deputado federal,CE,masculino,branca,453451,Eduardo Bismarck,Eduardo Henrique Maia Bismarck
2022,1,PSD,eleito por qp,deputado federal,MA,masculino,preta,471951,Josivaldo Jp,Josivaldo Dos Santos Melo
2022,1,UNIÃO,eleito por media,deputado federal,PR,masculino,branca,473073,Padovani,Nelson Fernando Padovani
2022,1,PV,eleito por media,deputado federal,DF,masculino,parda,475113,Professor Reginaldo Veras,Reginaldo Veras Coelho
2022,1,MDB,eleito por qp,deputado federal,PA,feminino,parda,478300,Renilce Nicodemos,Renilce Conceição Nicodemos De Albuquerque
2022,1,PL,eleito por qp,deputado federal,MG,feminino,branca,485485,Rosângela Reis,Rosângela De Oliveira Campos Reis
2022,1,REPUBLICANOS,eleito por qp,deputado federal,BA,masculino,branca,490169,Alex Santana,Alex Marco Santana Sousa
2022,1,PV,eleito por media,deputado federal,PI,masculino,parda,491095,Jadyel Da Jupi,Jadyel Silva Alencar
2022,1,PSC,eleito por media,deputado federal,SP,masculino,branca,491883,Gilberto Nascimento,Gilberto Nascimento Silva
2022,1,PODE,eleito por qp,deputado federal,MA,masculino,branca,494245,Fábio Macedo,Fábio Henrique Dias De Macedo
2022,1,UNIÃO,eleito por qp,deputado federal,MT,masculino,branca,496446,Fábio Garcia,Fábio Paulino Garcia
2022,1,PSD,eleito por qp,deputado federal,SP,masculino,branca,496725,Cezinha De Madureira,Antonio Cezar Correia Freire
2022,1,PSB,eleito por media,deputado federal,PE,masculino,branca,497833,Guilherme Uchoa Junior,Guilherme Aristoteles Uchoa Cavalcanti Pessoa De Melo Junior
2022,1,UNIÃO,eleito por media,deputado federal,RR,masculino,parda,505232,Pastor Diniz,Raimundo Diniz Araújo
2022,1,UNIÃO,eleito por media,deputado federal,CE,feminino,preta,508383,Dayany Do Capitão,Dayany Bittencourt Santil
2022,1,PL,eleito por media,deputado federal,AM,masculino,branca,512367,Capitão Alberto Neto,Alberto Barros Cavalcante Neto
2022,1,MDB,eleito por media,deputado federal,PA,masculino,branca,513894,Olival Marques,Olival Henrique Marques De Souza
2022,1,PSDB,eleito por media,deputado federal,MG,masculino,branca,516410,Aécio Neves,Aécio Neves Da Cunha
2022,1,PSC,eleito por qp,deputado federal,MA,masculino,branca,516625,Aluisio Mendes,Aluisio Guimaraes Mendes Filho
2022,1,PT,eleito por qp,deputado federal,BA,feminino,parda,519559,Ivoneide Caetano,Ivoneide Souza Caetano
2022,1,PSD,eleito por media,deputado federal,CE,masculino,branca,521021,Luiz Gastão,Luiz Gastão Bittencourt Da Silva
2022,1,PT,eleito por qp,deputado federal,PB,masculino,branca,521719,Luiz Couto,Luiz Albuquerque Couto
2022,1,PSOL,eleito por qp,deputado federal,RJ,masculino,branca,524379,Tarcísio Motta,Tarcísio Motta De Carvalho
2022,1,PT,eleito por qp,deputado federal,PR,feminino,branca,526381,Gleisi,Gleisi Helena Hoffmann
2022,1,REPUBLICANOS,eleito por media,deputado federal,AC,masculino,branca,526433,Roberto Duarte,Roberto Duarte Junior
2022,1,MDB,eleito por qp,deputado federal,AL,masculino,branca,527347,Isnaldo Bulhões Jr,Isnaldo Bulhões Barros Júnior
2022,1,PP,eleito por qp,deputado federal,AL,masculino,parda,527943,Arthur Lira,Arthur Cesar Pereira De Lira
2022,1,PSD,eleito por qp,deputado federal,BA,masculino,branca,528494,Otto Filho,Otto Roberto Mendonca De Alencar Filho
2022,1,UNIÃO,eleito por media,deputado federal,MT,masculino,parda,539554,Coronel Assis,Jonildo José De Assis
2022,1,PT,eleito por qp,deputado federal,RJ,masculino,branca,541489,Lindbergh Farias,Luiz Lindbergh Farias Filho
2022,1,REPUBLICANOS,eleito por media,deputado federal,TO,masculino,parda,543288,Ricardo Ayres,Ricardo Ayres De Carvalho
2022,1,PSDB,eleito por qp,deputado federal,MS,masculino,branca,545423,Beto Pereira,Humberto Rezende Pereira
2022,1,PSD,eleito por media,deputado federal,SE,feminino,branca,546755,Delegada Katarina,Katarina Feitoza Lima Santana
2022,1,PSD,eleito por qp,deputado federal,RS,masculino,branca,555123,Danrlei De Deus Goleiro,Danrlei De Deus Hinterholz
2022,1,PSD,eleito por media,deputado federal,GO,masculino,branca,556189,Dr Ismael Alexandrino ,Ismael Alexandrino Junior
2022,1,PL,eleito por media,deputado federal,RO,masculino,parda,557721,Coronel Chrisóstomo,João Chrisóstomo De Moura
2022,1,REPUBLICANOS,eleito por qp,deputado federal,DF,masculino,parda,558488,Fred Linhares,Davys Frederico Teixeira Linhares
2022,1,MDB,eleito por media,deputado federal,AP,masculino,branca,563261,Dr. Pupio,José Augusto Pupio Reis Júnior
2022,1,PL,eleito por qp,deputado federal,MS,masculino,branca,567911,Marcos Pollon,Marcos Sborowski Pollon
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,571147,Mario Frias,Mario Luis Frias
2022,1,PSDB,eleito por qp,deputado federal,RS,masculino,branca,573707,Lucas Redecker,Lucas Bello Redecker
2022,1,UNIÃO,eleito por qp,deputado federal,SP,masculino,branca,576801,David Soares,David Bezerra Ribeiro Soares
2022,1,PL,eleito por qp,deputado federal,PR,masculino,branca,578239,Giacobo,Fernando Lucio Giacobo
2022,1,PT,eleito por qp,deputado federal,MG,masculino,branca,585378,Padre João,João Carlos Siqueira
2022,1,REPUBLICANOS,eleito por qp,deputado federal,RS,masculino,branca,585476,Tenente Coronel Zucco,Luciano Lorenzini Zucco
2022,1,UNIÃO,eleito por media,deputado federal,AL,masculino,branca,586270,Alfredo Gaspar,Alfredo Gaspar De Mendonça Neto
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,branca,596743,General Pazuello,Eduardo Pazuello
2022,1,REPUBLICANOS,eleito por qp,deputado federal,RS,masculino,parda,600995,Carlos Gomes,Antonio Carlos Gomes Da Silva
2022,1,REPUBLICANOS,eleito por qp,deputado federal,RR,masculino,parda,607059,Jhonatan De Jesus,Johnathan Pereira De Jesus
2022,1,MDB,eleito por media,deputado federal,AP,masculino,branca,607247,Acácio Favacho,Acácio Da Silva Favacho Neto
2022,1,PP,eleito por qp,deputado federal,PI,masculino,branca,610489,Atila,Átila De Melo Lira
2022,1,UNIÃO,eleito por qp,deputado federal,RJ,masculino,branca,615425,Chiquinho Brazão,João Francisco Inácio Brazão
2022,1,MDB,eleito por qp,deputado federal,PR,masculino,branca,622918,Sérgio Souza,Sergio De Souza
2022,1,PT,eleito por qp,deputado federal,PI,masculino,preta,624487,Dr. Francisco,Francisco De Assis De Oliveira Costa
2022,1,PT,eleito por qp,deputado federal,ES,masculino,branca,635795,Helder Salomão,Helder Ignácio Salomão
2022,1,PL,eleito por qp,deputado federal,PE,masculino,parda,638723,André Ferreira,André Ferreira Rodrigues
2022,1,REPUBLICANOS,eleito por media,deputado federal,AM,masculino,parda,641200,Adail Filho,Adail José Figueiredo Pinheiro
2022,1,PP,eleito por qp,deputado federal,PI,masculino,parda,641762,Julio Arcoverde,Julio Ferraz Arcoverde
2022,1,PL,eleito por media,deputado federal,MS,masculino,branca,642650,Rodolfo Nogueira,Rodolfo Oliveira Nogueira
2022,1,PSD,eleito por qp,deputado federal,PR,masculino,branca,644237,Sandro Alex,Sandro Alex Cruz De Oliveira
2022,1,UNIÃO,eleito por qp,deputado federal,AM,masculino,branca,646442,Saullo Vianna,Saullo Velame Vianna
2022,1,UNIÃO,eleito por media,deputado federal,RO,feminino,parda,652644,Cristiane Lopes,Cristiane Lopes Da Luz Benarrosh
2022,1,PSOL,eleito por qp,deputado federal,RS,feminino,branca,652723,Fernanda Melchionna,Fernanda Melchionna E Silva
2022,1,PL,eleito por qp,deputado federal,MA,masculino,parda,653884,Júnior Lourenço,José Lourenço Bonfim Júnior
2022,1,PT,eleito por qp,deputado federal,GO,feminino,branca,654326,Delegada Adriana Accorsi,Adriana Sauthier Accorsi
2022,1,PP,eleito por media,deputado federal,SE,masculino,parda,660041,Thiago De Joaldo,Jose Thiago Alves De Carvalho
2022,1,PSDB,eleito por qp,deputado federal,BA,masculino,branca,677926,Adolfo Viana,Adolfo Viana De Castro Neto
2022,1,PP,eleito por qp,deputado federal,ES,masculino,parda,682776,Evair De Melo,Evair Vieira De Melo
2022,1,PSD,eleito por qp,deputado federal,PR,feminino,branca,684637,Leandre,Leandre Dal Ponte
2022,1,MDB,eleito por media,deputado federal,RS,masculino,branca,685361,Marcio Biolchi,Marcio Della Valle Biolchi
2022,1,PL,eleito por qp,deputado federal,MA,feminino,parda,690597,Detinha,Maria Deusdete Lima Cunha Rodrigues
2022,1,PT,eleito por media,deputado federal,RS,feminino,preta,691796,Denise Pessôa,Denise Da Silva Pessôa
2022,1,AVANTE,eleito por qp,deputado federal,MG,masculino,branca,695184,Luis Tibé,Luis Henrique De Oliveira Resende
2022,1,PL,eleito por qp,deputado federal,BA,masculino,parda,703684,Capitão Alden,Alden José Lázaro Da Silva
2022,1,REPUBLICANOS,eleito por qp,deputado federal,SP,masculino,branca,705447,Vinicius Carvalho,Vinicius Rapozo De Carvalho
2022,1,PSD,eleito por qp,deputado federal,BA,masculino,branca,706912,Diego Coronel,Diego Henrique Silva Cerqueira Martins
2022,1,REPUBLICANOS,eleito por qp,deputado federal,SE,masculino,branca,711116,Gustinho Ribeiro,Luiz Augusto Carvalho Ribeiro Filho
2022,1,UNIÃO,eleito por qp,deputado federal,MA,masculino,branca,714798,Pedro Lucas Fernandes,Pedro Lucas Andrade Fernandes Ribeiro
2022,1,UNIÃO,eleito por qp,deputado federal,MG,masculino,branca,715283,Rodrigo De Castro,Rodrigo Batista De Castro
2022,1,PP,eleito por qp,deputado federal,PE,masculino,branca,716717,Fernando Monteiro,Fernando Monteiro De Albuquerque
2022,1,PP,eleito por qp,deputado federal,RJ,masculino,branca,723988,Doutor Luizinho,Luiz Antonio De Souza Teixeira Junior
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,732571,Eros Biondini,Eros Ferreira Biondini
2022,1,PT,eleito por media,deputado federal,BA,masculino,preta,733102,Valmir Assunção,Valmir Carlos Da Assunção
2022,1,AVANTE,eleito por qp,deputado federal,PE,masculino,branca,734843,Waldemar Oliveira,Waldemar De Andrada Ignácio De Oliveira
2022,1,PROS,eleito por media,deputado federal,MG,masculino,parda,735415,Weliton Prado,Weliton Fernandes Prado
2022,1,UNIÃO,eleito por media,deputado federal,MA,masculino,parda,741557,Juscelino Filho,José Juscelino Dos Santos Rezende Filho
2022,1,UNIÃO,eleito por qp,deputado federal,RO,masculino,branca,753202,Dr Fernando Máximo,Fernando Rodrigues Máximo
2022,1,PSB,eleito por media,deputado federal,PE,masculino,branca,754976,Felipe Carreras,Felipe Augusto Lyra Carreras
2022,1,PL,eleito por qp,deputado federal,CE,masculino,branca,757055,Yury Do Paredão,Yury Bruno Alencar Araújo
2022,1,PT,eleito por qp,deputado federal,MG,masculino,indigena,757994,Paulo Guedes,Paulo José Carlos Guedes
2022,1,UNIÃO,eleito por media,deputado federal,RO,masculino,branca,759942,Lebrão,José Euripedes Clemente
2022,1,REPUBLICANOS,eleito por media,deputado federal,BA,feminino,branca,762883,Rogeria Santos,Rogeria De Almeida Pereira Dos Santos
2022,1,PL,eleito por media,deputado federal,PA,masculino,parda,766965,Delegado Caveira,Lenildo Mendes Dos Santos Sertão
2022,1,UNIÃO,eleito por qp,deputado federal,BA,masculino,parda,766967,Leur Lomanto Jr,Leur Antonio De Britto Lomanto Junior
2022,1,REPUBLICANOS,eleito por qp,deputado federal,GO,masculino,parda,772171,Jeferson Rodrigues,Jeferson Rodrigues Lemos
2022,1,PSB,eleito por qp,deputado federal,PB,masculino,branca,778078,Gervasio Maia,Gervasio Agripino Maia
2022,1,UNIÃO,eleito por qp,deputado federal,BA,masculino,parda,795751,Deputado Dal,Adalberto Rosa Barreto
2022,1,MDB,eleito por qp,deputado federal,PA,masculino,branca,796545,Antonio Doido,Antonio Leocadio Dos Santos
2022,1,PT,eleito por qp,deputado federal,MG,masculino,branca,798158,Reginaldo Lopes,Reginaldo Lázaro De Oliveira Lopes
2022,1,UNIÃO,eleito por media,deputado federal,RO,masculino,branca,799020,Maurício Carvalho,Mauricio Fonseca Ribeiro Carvalho De Moraes
2022,1,MDB,eleito por qp,deputado federal,BA,masculino,branca,801393,Ricardo Maia,Ricardo Maia Chaves De Souza
2022,1,UNIÃO,eleito por qp,deputado federal,GO,feminino,parda,804852,Silvye Alves,Silvye Alves Da Silva
2022,1,PT,eleito por media,deputado federal,SP,masculino,branca,811849,Paulo Teixeira,Luiz Paulo Teixeira Ferreira
2022,1,UNIÃO,eleito por qp,deputado federal,SP,feminino,branca,819867,Rosângela Moro,Rosangela Maria Wolff De Quadros Moro
2022,1,PL,eleito por qp,deputado federal,GO,masculino,branca,833707,Gustavo Gayer,Gustavo Gayer Machado De Araujo
2022,1,PSOL,eleito por qp,deputado federal,SP,feminino,indigena,836892,Sônia Guajajara,Sônia Bone De Sousa Silva Santos
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,838748,Paulo Freire Da Costa,Paulo Roberto Freire Da Costa
2022,1,PDT,eleito por qp,deputado federal,BA,masculino,parda,843468,Léo Prates,Leonardo Silva Prates
2022,1,MDB,eleito por qp,deputado federal,PA,feminino,branca,846246,Dra Alessandra Haber,Alessandra Haber Carvalho Santos
2022,1,PL,eleito por qp,deputado federal,BA,feminino,branca,846520,Roberta Roma,Roberta De Araújo Costa Roma
2022,1,AVANTE,eleito por media,deputado federal,MG,feminino,parda,846706,Delegada Ione Barbosa,Ione Maria Moreira Dias Barbosa
2022,1,PL,eleito por media,deputado federal,TO,masculino,parda,848219,Filipe Martins,Filipe Martins Dos Santos
2022,1,PT,eleito por qp,deputado federal,MG,masculino,branca,849693,Odair Cunha,Odair José Da Cunha
2022,1,PSD,eleito por media,deputado federal,SC,masculino,branca,852287,Ricardo Guidi,Ricardo Zanatta Guidi
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,branca,852916,Sóstenes Cavalcante,Sóstenes Silva Cavalcante
2022,1,PSD,eleito por media,deputado federal,RR,masculino,branca,863481,Zé Haroldo Cathedral,José Haroldo Figueiredo Campos
2022,1,PATRIOTA,eleito por qp,deputado federal,MG,masculino,branca,866367,Fred Costa,Frederico Borges Da Costa
2022,1,PL,eleito por qp,deputado federal,RS,masculino,branca,867842,Marcelo Moraes,Marcelo Pires Moraes
2022,1,PL,eleito por media,deputado federal,RJ,masculino,branca,877103,Delegado Ramagem,Alexandre Ramagem Rodrigues
2022,1,PP,eleito por media,deputado federal,CE,masculino,parda,879369,Aj Albuquerque,Antonio José Aguiar Albuquerque
2022,1,PL,eleito por qp,deputado federal,CE,masculino,parda,883696,Júnior Mano,Antonio Luiz Rodrigues Mano Junior
2022,1,PP,eleito por media,deputado federal,ES,masculino,parda,885406,Da Vitória,Josias Mario Da Vitória
2022,1,PSD,eleito por qp,deputado federal,MG,masculino,branca,898680,Diego Andrade,Diego Leonardo De Andrade Carvalho
2022,1,UNIÃO,eleito por qp,deputado federal,RR,masculino,branca,899930,Nicoletti,Antonio Carlos Nicoletti
2022,1,PL,eleito por qp,deputado federal,MT,masculino,branca,903154,Abílio,Abilio Jacques Brunini Moumer
2022,1,PP,eleito por media,deputado federal,TO,masculino,parda,904309,Vicentinho Junior,Vicente Alves De Oliveira Junior
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,915547,Jefferson Campos,Jefferson Alves De Campos
2022,1,PP,eleito por qp,deputado federal,AL,masculino,branca,916678,Marx Beltrão,Marx Beltrão Lima Siqueira
2022,1,MDB,eleito por media,deputado federal,GO,feminino,branca,917954,Marussa Boldrin,Marussa Cassia Favaro Boldrin
2022,1,PSD,eleito por qp,deputado federal,RJ,masculino,branca,921036,Pedro Paulo,Pedro Paulo Carvalho Teixeira
2022,1,PT,eleito por media,deputado federal,MS,feminino,branca,921399,Camila Jara,Camila Bazachi Jara Marzochi
2022,1,PSDB,eleito por media,deputado federal,MS,masculino,branca,921453,Dagoberto,Dagoberto Nogueira Filho
2022,1,PSD,eleito por qp,deputado federal,CE,masculino,branca,928234,Domingos Neto,Domingos Gomes De Aguiar Neto
2022,1,PODE,eleito por qp,deputado federal,PR,masculino,branca,938176,Deltan Dallagnol,Deltan Martinazzo Dallagnol
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,944909,Motta,Luiz Carlos Motta
2022,1,PP,eleito por media,deputado federal,PB,masculino,branca,948133,Mersinho Lucena,Francisco Emerson Assis De Lucena
2022,1,PT,eleito por qp,deputado federal,PR,masculino,branca,950441,Zeca Dirceu,Jose Carlos Becker De Oliveira E Silva
2022,1,REPUBLICANOS,eleito por qp,deputado federal,PB,masculino,branca,957669,Murilo Galdino,Cássio Murilo Galdino De Araújo
2022,1,PL,eleito por qp,deputado federal,PB,masculino,branca,957736,Cabo Gilberto Silva,Gilberto Gomes Da Silva
2022,1,PT,eleito por qp,deputado federal,RJ,masculino,branca,960146,Washington Quaquá,Washington Luiz Cardoso Siqueira
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,973616,Nilto Tatto,Nilto Ignácio Tatto
2022,1,PP,eleito por qp,deputado federal,BA,masculino,branca,975802,Mário Negromonte Jr,Mário Sílvio Mendes Negromonte Júnior
2022,1,PSD,eleito por media,deputado federal,PA,masculino,parda,975817,Raimundo Santos,Raimundo Jose Pereira Dos Santos
2022,1,REPUBLICANOS,eleito por qp,deputado federal,PE,masculino,branca,983090,Silvio Costa Filho,Silvio Serafim Costa Filho
2022,1,PODE,eleito por media,deputado federal,MG,feminino,parda,986973,Nely Aquino,Neli Pereira De Aquino
2022,1,UNIÃO,eleito por qp,deputado federal,MG,masculino,parda,988443,Delegado Marcelo Freitas,Marcelo Eduardo Freitas
2022,1,MDB,eleito por qp,deputado federal,CE,masculino,parda,996666,Eunício,Eunício Lopes De Oliveira
2022,1,PP,eleito por qp,deputado federal,MG,masculino,branca,997792,Dimas Fabiano,Dimas Fabiano Toledo Junior
2022,1,PL,eleito por media,deputado federal,SC,masculino,branca,1001879,Daniel Freitas,Daniel Costa De Freitas
2022,1,PP,eleito por media,deputado federal,AL,masculino,parda,1009648,Delegado Fabio Costa,Fabio Michey Costa Da Silva
2022,1,PP,eleito por media,deputado federal,BA,masculino,branca,1013047,João Leão,João Felipe De Souza Leão
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1016091,Jilmar Tatto,Jilmar Augustinho Tatto
2022,1,PP,eleito por qp,deputado federal,MA,masculino,parda,1016323,André Fufuca,André Luiz Carvalho Ribeiro
2022,1,PT,eleito por qp,deputado federal,PE,masculino,branca,1018732,Carlos Veras,Jose Carlos Veras Dos Santos
2022,1,PP,eleito por qp,deputado federal,PR,masculino,branca,1025706,Tião Medeiros,Sebastião Henrique De Medeiros
2022,1,UNIÃO,eleito por qp,deputado federal,SC,masculino,branca,1027437,Fabio Schiochet,Fabio Luiz Schiochet Filho
2022,1,PATRIOTA,eleito por qp,deputado federal,MA,masculino,branca,1031298,Marreca Filho,Antonio Da Cruz Filgueira Neto
2022,1,CIDADANIA,eleito por qp,deputado federal,SP,masculino,branca,1033516,Arnaldo Jardim,Arnaldo Calil Pereira Jardim
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1036400,Carlos Zarattini,Carlos Alberto Rolim Zarattini
2022,1,CIDADANIA,eleito por qp,deputado federal,RS,feminino,branca,1038549,Any Ortiz,Any Machado Ortiz
2022,1,PT,eleito por qp,deputado federal,PR,feminino,preta,1041462,Carol Dartora,Ana Carolina Moura Melo Dartora
2022,1,PP,eleito por qp,deputado federal,PR,masculino,branca,1042681,Pedro Lupion,Pedro Deboni Lupion Mello
2022,1,REPUBLICANOS,eleito por media,deputado federal,ES,masculino,parda,1045227,Messias Donato,Manoel Messias Donato Bezerra
2022,1,UNIÃO,eleito por media,deputado federal,SE,masculino,branca,1046845,Rodrigo Valadares,Rodrigo Santana Valadares
2022,1,PL,eleito por media,deputado federal,PE,masculino,parda,1050656,Fernando Rodolfo,Fernando Rodolfo Tenorio De Vasconcelos
2022,1,PT,eleito por media,deputado federal,RJ,masculino,parda,1055108,Dimas Gadelha,Dimas De Paiva Gadelha Junior
2022,1,REPUBLICANOS,eleito por qp,deputado federal,PR,masculino,parda,1067685,Diego Garcia,Diego Alexsander Gonçalo Paula Garcia
2022,1,PP,eleito por qp,deputado federal,BA,masculino,parda,1070053,Neto Carletto,Orlando Sulz De Almeida Neto
2022,1,PL,eleito por qp,deputado federal,SC,feminino,branca,1073699,Julia Zanatta,Julia Pedroso Zanatta
2022,1,REPUBLICANOS,eleito por qp,deputado federal,PB,masculino,branca,1073704,Hugo Motta,Hugo Motta Wanderley Da Nobrega
2022,1,PT,eleito por media,deputado federal,MA,masculino,branca,1073982,Rubens Pereira Jr,Rubens Pereira E Silva Junior
2022,1,PT,eleito por media,deputado federal,PI,masculino,branca,1075599,Flavio Nogueira,Flavio Rodrigues Nogueira
2022,1,UNIÃO,eleito por qp,deputado federal,PE,masculino,branca,1081372,Fernando Filho,Fernando Bezerra De Souza Coelho Filho
2022,1,PDT,eleito por qp,deputado federal,MG,feminino,branca,1084290,Duda Salabert,Duda Salabert Rosa
2022,1,REPUBLICANOS,eleito por qp,deputado federal,SP,masculino,branca,1084833,Milton Vieira,Milton Vieira Pinto
2022,1,PP,eleito por media,deputado federal,TO,masculino,branca,1085350,Lazaro Botelho,Lazaro Botelho Martins
2022,1,UNIÃO,eleito por qp,deputado federal,PR,masculino,branca,1087721,Geraldo Mendes,Geraldo Gabriel Mendes
2022,1,AVANTE,eleito por qp,deputado federal,MG,feminino,branca,1093893,Greyce Elias,Greyce De Queiroz Elias
2022,1,PP,eleito por media,deputado federal,MS,masculino,branca,1094006,Dr. Luiz Ovando,Luiz Alberto Ovando
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1098624,Miguel Lombardi,Miguel Lombardi
2022,1,UNIÃO,eleito por media,deputado federal,RJ,masculino,branca,1099133,Marcos Rr Soares,Marcos Bezerra Ribeiro Soares
2022,1,PT,eleito por qp,deputado federal,RN,feminino,branca,1107085,Natália Bonavides,Natália Bastos Bonavides
2022,1,SOLIDARIEDADE,eleito por qp,deputado federal,RJ,masculino,branca,1107228,Aureo Ribeiro,Aureo Lidio Moreira Ribeiro
2022,1,PSOL,eleito por qp,deputado federal,SP,feminino,branca,1110699,Luiza Erundina,Luiza Erundina De Sousa
2022,1,UNIÃO,eleito por qp,deputado federal,RJ,feminino,branca,1114251,Dani Cunha,Danielle Dytz Da Cunha
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1118898,Alencar Santana,Alencar Santana Braga
2022,1,PP,eleito por media,deputado federal,AL,masculino,branca,1121330,Daniel Barbosa,Daniel Barbosa De Almeida Silva
2022,1,PT,eleito por media,deputado federal,MG,feminino,branca,1125041,Ana Pimentel,Ana Cristina De Lima Pimentel
2022,1,UNIÃO,eleito por qp,deputado federal,RS,masculino,branca,1128585,Busato,Luiz Carlos Ghiorzzi Busato
2022,1,MDB,eleito por media,deputado federal,SC,masculino,branca,1130826,Rafael Pezenti,Rafael Pezenti
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1131760,Capitão Augusto,José Augusto Rosa
2022,1,AVANTE,eleito por qp,deputado federal,MG,masculino,branca,1132300,Bruno Farias,Bruno Souza Farias
2022,1,MDB,eleito por media,deputado federal,SC,masculino,branca,1132704,Carlos Chiodini,Carlos Alberto Chiodini
2022,1,PSD,eleito por media,deputado federal,PR,feminino,branca,1135906,Luísa Canziani,Luísa Canziani Dos Santos Silveira
2022,1,PL,eleito por qp,deputado federal,PR,masculino,branca,1136017,Filipe Barros,Filipe Barros Baptista De Toledo Ribeiro
